prefab	kind	item_key	name	src	breaks	yields	driven	pickup	statepick
gimmick_gemstone_hanger_top_chandelier_0103_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0103_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_lamp_0001	stone		Gemstone lamp	name	0		0	0	0
gimmick_gemstone_lamp_0001_index01	stone		Gemstone lamp 0001 index01	name	0		0	0	0
gimmick_gemstone_lamp_0001_index02	stone		Gemstone lamp 0001 index02	name	0		0	0	0
gimmick_gemstone_lamp_0002	stone		Gemstone lamp	name	0		0	0	0
gimmick_gemstone_lamp_0002_index01	stone		Gemstone lamp 0002 index01	name	0		0	0	0
gimmick_gemstone_lamp_0002_index02	stone		Gemstone lamp 0002 index02	name	0		0	0	0
gimmick_hanger_flower_01	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_flower_02	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_flower_03	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_flower_04	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_flower_05	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_flower_06	plant		Hanger flower	name	0		0	0	0
gimmick_hanger_side_flowerpot_01	pickup		Hanger side flowerpot	tag	0		0	0	0
gimmick_hanger_side_flowerpot_02	pickup		Hanger side flowerpot	tag	0		0	0	0
gimmick_hanger_streetlamp_flowerpot_01	pickup		Hanger streetlamp flowerpot	tag	0		0	0	0
gimmick_hanger_streetlamp_flowerpot_02	pickup		Hanger streetlamp flowerpot	tag	0		0	0	0
gimmick_hanger_streetlamp_flowerpot_03	pickup		Hanger streetlamp flowerpot	tag	0		0	0	0
gimmick_hanger_streetlamp_flowerpot_04	pickup		Hanger streetlamp flowerpot	tag	0		0	0	0
gimmick_hanger_streetlamp_housing_flowerpot_01	pickup		Object	tag	0		0	0	0
gimmick_hanger_streetlamp_housing_flowerpot_02	pickup		Object	tag	0		0	0	0
gimmick_hanger_streetlamp_housing_flowerpot_03	pickup		Object	tag	0		0	0	0
gimmick_hanger_streetlamp_housing_flowerpot_04	pickup		Object	tag	0		0	0	0
gimmick_hexe_purple_bomb_01	pickup		Battle hexe purple bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_ice_bomb_01	pickup		Battle ice bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_icestone_01	stone		Icestone	name	0		0	0	0
gimmick_icestone_02	stone		Icestone	name	0		0	0	0
gimmick_icestone_03	stone		Icestone	name	0		0	0	0
gimmick_icestone_04	stone		Icestone	name	0		0	0	0
gimmick_in_dff_chest_12	container		In dff chest	tag	1		0	0	0
gimmick_in_dff_chest_12_hellhound	container		In dff chest 12 hellhound	tag	1		0	0	0
gimmick_in_dff_chest_12_kwe	container		In dff chest 12 kwe	tag	1		0	0	0
gimmick_in_dff_chest_12a	container		In dff chest 12a	tag	1		0	0	0
gimmick_in_dff_chest_12a_index01	container		In dff chest 12a index01	tag	1		0	0	0
gimmick_in_dff_chest_12a_kwe	container		In dff chest 12a kwe	tag	1		0	0	0
gimmick_in_dpfo_bag_01	container		In dpfo bag	tag	1		0	0	0
gimmick_in_dpfo_churn_01	container		In dpfo churn	tag	1		0	0	0
gimmick_in_dpfo_churn_02	container		In dpfo churn	tag	0		0	0	0
gimmick_in_dpfo_churn_03	container		In dpfo churn	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_01	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_01_red	container		In dpfo clothesbasket 01 red	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_02	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_02_red	container		In dpfo clothesbasket 02 red	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_03	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_04	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_05	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_06	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_clothesbasket_07	container		In dpfo clothesbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_01	container		Dpfo wickerbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_02	container		In dpfo wickerbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_05	container		In dpfo wickerbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_07	container		In dpfo wickerbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_07_mushroom_01	container		In dpfo wickerbasket 07 mushroom	tag	1	Pyogo_Mushroom Songyi_Mushroom	0	0	0
gimmick_in_dpfo_wickerbasket_08	container		In dpfo wickerbasket	tag	1		0	0	0
gimmick_in_dpfo_wickerbasket_08_mushroom_01	container		In dpfo wickerbasket 08 mushroom	tag	1	Pyogo_Mushroom	0	0	0
gimmick_in_dpfo_wickerbasket_09	container		In dpfo wickerbasket	tag	0	Bean	0	0	0
gimmick_in_dpw_picture_01	container	Collection_Prop_Picture_0064	Notable - Nameless	tag	0		0	0	0
gimmick_in_dpw_picture_01_painting_01	container	Collection_Prop_Picture_0001	Study - Fields of Color	tag	0		0	0	0
gimmick_in_dpw_picture_01_painting_02	container	Collection_Prop_Picture_0002	Study - Poverty Amidst Plenty	tag	0		0	0	0
gimmick_in_dpw_picture_01_painting_03	container	Collection_Prop_Picture_0003	Study - Golden Lands	tag	0		0	0	0
gimmick_in_dpw_picture_02a	container	Collection_Prop_Picture_0004	Acclaimed - Idle Hands	tag	0		0	0	0
gimmick_in_dpw_picture_02a_i3	container	Collection_Prop_Picture_0005	Acclaimed - Abundance	tag	0		0	0	0
gimmick_in_dpw_picture_02a_i9	container	Collection_Prop_Picture_0006	Acclaimed - Prelude to War	tag	0		0	0	0
gimmick_in_dpw_picture_02a_painting_01	container	Collection_Prop_Picture_0007	Notable - Poverty Amidst Plenty	tag	0		0	0	0
gimmick_in_dpw_picture_02a_painting_01_gold	container	Collection_Prop_Picture_0008	Masterpiece - Poverty Amidst Plenty	tag	0		0	0	0
gimmick_in_dpw_picture_03a	container	Collection_Prop_Picture_0009	Study - Hiding the Evidence	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i15	container	Collection_Prop_Picture_0012	Study - The Blessed Queen	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i18	container	Collection_Prop_Picture_0013	Magnum Opus - Saint Bartali	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i20	container	Collection_Prop_Picture_0070	Acclaimed - Stefan Lanford	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i21	container	Collection_Prop_Picture_0078	Acclaimed - Demeniss Soldiers	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i3	container	Collection_Prop_Picture_0010	Study - Hernand Castle	tag	0		0	0	0
gimmick_in_dpw_picture_03a_i6	container	Collection_Prop_Picture_0011	Study - Saint Grein	tag	0		0	0	0
gimmick_in_dpw_picture_04	container	Collection_Prop_Picture_0014	Notable - Saint Reventine	tag	0		0	0	0
gimmick_in_dpw_picture_04_01	container	Collection_Prop_Picture_0015	Notable - Nameless	tag	0		0	0	0
gimmick_in_dpw_picture_05a	container	Collection_Prop_Picture_0016	Replica - Idle Hands	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i12	container	Collection_Prop_Picture_0018	Notable - Those Who Celebrate the Harvest Festival	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i18	container	Collection_Prop_Picture_0019	Notable - Those Headed to the Chapel	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i20	container	Collection_Prop_Picture_0020	Acclaimed - Silence of Dawn	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i20_gold	container	Collection_Prop_Picture_0021	Masterpiece - Silence of Dawn	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i21	container	Collection_Prop_Picture_0022	Study - Delesyia	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i22	container	Collection_Prop_Picture_0023	Notable - Glory of Days Past	tag	0		0	0	0
gimmick_in_dpw_picture_05a_i8	container	Collection_Prop_Picture_0017	Replica - Prelude to War	tag	0		0	0	0
gimmick_in_dpw_picture_06	container	Collection_Prop_Picture_0024	Study - Eghod the Great	tag	0		0	0	0
gimmick_in_dpw_picture_06_grace	container	Collection_Prop_Picture_0025	Notable - Duel Between Rivals	tag	0		0	0	0
gimmick_in_dpw_picture_06_index02	container	Collection_Prop_Picture_0071	Acclaimed - The Great Delesyia	tag	0		0	0	0
gimmick_in_dpw_picture_07	container	Collection_Prop_Picture_0026	Acclaimed - Golden Lands	tag	0		0	0	0
gimmick_in_dpw_picture_07_grace	container	Collection_Prop_Picture_0027	Notable - Duel - Echoes of the Battlefield	tag	0		0	0	0
gimmick_in_dpw_picture_07_i1	container	Collection_Prop_Picture_0028	Notable - Execution	tag	0		0	0	0
gimmick_in_dpw_picture_07_painting_01	container	Collection_Prop_Picture_0029	Notable - Fields of Color	tag	0		0	0	0
gimmick_in_dpw_picture_07_painting_02	container	Collection_Prop_Picture_0030	Acclaimed - Poverty Amidst Plenty	tag	0		0	0	0
gimmick_in_dpw_picture_07_painting_03	container	Collection_Prop_Picture_0077	Acclaimed - The Mighty Delesyia	tag	0		0	0	0
gimmick_in_dpw_picture_08	container	Collection_Prop_Picture_0072	Notable - Crescent Moon	tag	0		0	0	0
gimmick_in_dpw_picture_08_index01	container	Collection_Prop_Picture_0073	Notable - Crescent Moon	tag	0		0	0	0
gimmick_in_dpw_picture_09	container	Collection_Prop_Picture_0074	Notable - Full Moon	tag	0		0	0	0
gimmick_in_dpw_picture_09_index01	container	Collection_Prop_Picture_0075	Notable - Crescent Moon	tag	0		0	0	0
gimmick_in_dpw_picture_09_index02	container	Collection_Prop_Picture_0076	Notable - The Three Moons	tag	0		0	0	0
gimmick_in_dpw_picture_animal_04	container	Collection_Prop_Picture_0031	Study - The Cat and the Bird	tag	0		0	0	0
gimmick_in_dpw_picture_animal_04_mouse	container	Collection_Prop_Picture_0033	Study - The Rat's Roll	tag	0		0	0	0
gimmick_in_dpw_picture_animal_04_rabbit	container	Collection_Prop_Picture_0032	Study - Blooming Rabbit	tag	0		0	0	0
gimmick_in_dpw_picture_animal_07	container	Collection_Prop_Picture_0034	Acclaimed - Bighorn Sheep	tag	0		0	0	0
gimmick_in_dpw_picture_animal_07_i1	container	Collection_Prop_Picture_0035	Masterpiece - Bighorn Sheep	tag	0		0	0	0
gimmick_in_dpw_picture_animal_07_sheep	container	Collection_Prop_Picture_0036	Acclaimed - The Lamb	tag	0		0	0	0
gimmick_in_dpw_picture_animal_07_wolf	container	Collection_Prop_Picture_0037	Acclaimed - Gatekeeper of Death	tag	0		0	0	0
gimmick_in_dpw_picture_animal_07_wolf_gold	container	Collection_Prop_Picture_0038	Masterpiece - Gatekeeper of Death	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12	container	Collection_Prop_Picture_0039	Acclaimed - Dawnbreak	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_dairy	container	Collection_Prop_Picture_0041	Acclaimed - A Dairy Cow	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_dairy_gold	container	Collection_Prop_Picture_0042	Masterpiece - A Dairy Cow	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_dog	container	Collection_Prop_Picture_0043	Acclaimed - Man's Best Friend	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_dog_gold	container	Collection_Prop_Picture_0044	Masterpiece - Man's Best Friend	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_i1	container	Collection_Prop_Picture_0040	Masterpiece - Dawnbreak	tag	0		0	0	0
gimmick_in_dpw_picture_animal_12_lion	container	Collection_Prop_Picture_0045	Acclaimed - Lion's Majesty	tag	0		0	0	0
gimmick_in_dpw_picture_animal_14	container	Collection_Prop_Picture_0046	Study - A Sheep with Horns	tag	0		0	0	0
gimmick_in_dpw_picture_animal_17	container	Collection_Prop_Picture_0047	Study - The Hound	tag	0		0	0	0
gimmick_in_dpw_picture_animal_17_goat	container	Collection_Prop_Picture_0049	Study - Red Bighorn Sheep	tag	0		0	0	0
gimmick_in_dpw_picture_animal_17_otter	container	Collection_Prop_Picture_0048	Masterpiece - King of Death	tag	0		0	0	0
gimmick_in_dpw_picture_animal_18	container	Collection_Prop_Picture_0050	Notable - King of Hens	tag	0		0	0	0
gimmick_in_dpw_picture_animal_18_cow	container	Collection_Prop_Picture_0051	Magnum Opus - Priest of Bulls	tag	0		0	0	0
gimmick_in_dpw_picture_animal_18_tiger	container	Collection_Prop_Picture_0052	Magnum Opus - The Tiger General	tag	0		0	0	0
gimmick_in_dpw_picture_animal_18_wingcat	container	Collection_Prop_Picture_0053	Notable - Winged Fox	tag	0		0	0	0
gimmick_in_dpw_picture_animal_20	container	Collection_Prop_Picture_0054	Study - My Beloved Steed	tag	0		0	0	0
gimmick_in_dpw_picture_animal_20_goat	container	Collection_Prop_Picture_0055	Study - Bighorn Sheep	tag	0		0	0	0
gimmick_in_dpw_picture_animal_21	container	Collection_Prop_Picture_0056	Notable - The Fox	tag	0		0	0	0
gimmick_in_dpw_picture_animal_22	container	Collection_Prop_Picture_0057	Notable - Snowfield Fox	tag	0		0	0	0
gimmick_in_dpw_picture_plais_01	container	Collection_Prop_Picture_0058	Masterpiece - Crown Prince Edward Thorel	tag	0		0	0	0
gimmick_in_shops_hppotionwoodbox_01	container		In shops hppotionwoodbox	tag	1	Collection_Prop_Bottle_0001	0	0	0
gimmick_installation_bomb_01	pickup		Installation bomb	tag	0		0	0	0
gimmick_item_aircastle_cannonball_0001	pickup		Battle aircastle emp cannonball	tag	0	Marni_Special_CannonBall	0	1	0
gimmick_item_arrow_memo_01	pickup		Item arrow memo	folder	0	Slave_Fabric_Boots Arrow	0	1	0
gimmick_item_arrowbundle_0001	pickup		Item arrowbundle	tag	0		0	1	0
gimmick_item_arrowbundle_0002	pickup		Item arrowbundle	tag	0		0	1	0
gimmick_item_basic_backpack	container		Item basic backpack	tag	0	Farmer_BackPack_II	0	1	0
gimmick_item_basic_bowl	pickup		Item basic bowl	tag	0	Goblin_Merchant_Fabric_Cloak_Ⅳ	0	1	0
gimmick_item_basic_cup	pickup		Item basic cup	tag	0		0	1	0
gimmick_item_basic_dish	pickup		Item basic dish	tag	0	Goblin_Merchant_Fabric_Cloak_Ⅳ	0	1	0
gimmick_item_basic_horse_armor	container		Item basic horse armor	tag	0		0	1	0
gimmick_item_basic_horse_bag	container		Item basic horse bag	tag	0	Apothecary_BackPack_I	0	1	0
gimmick_item_basic_horse_mask	pickup		Item basic horse mask	tag	0	Varken_HorseArmor_Helm	0	1	0
gimmick_item_basic_horse_saddle	container		Item basic horse saddle	tag	0		0	1	0
gimmick_item_basic_horse_shoe	pickup		Item basic horse shoe	tag	0		0	1	0
gimmick_item_basic_horse_stirrup	pickup		Item basic horse stirrup	tag	0		0	1	0
gimmick_item_basic_kuku_money	pickup		Item basic kuku money	tag	0		0	1	0
gimmick_item_basic_metal	pickup		Item basic metal	tag	0		0	1	0
gimmick_item_basic_onehand	pickup		Item basic onehand	tag	0		0	1	0
gimmick_item_basic_onehand_arrow	pickup		Item basic arrow	tag	0		0	1	0
gimmick_item_basic_onehand_battle	pickup		Item basic autopickup	folder	0		0	1	0
gimmick_item_basic_onehand_offset	pickup		Item basic onehand offset	tag	0		0	1	0
gimmick_item_basic_onehand_quickpickup	pickup		Item basic onehand quickpickup	tag	0		0	1	0
gimmick_item_basic_petbox_01	container		Item basic petbox	tag	0		0	1	0
gimmick_item_basic_twohand	container		Item basic twohand	tag	0		0	1	0
gimmick_item_basic_visione_chip	pickup		Item visione chip	folder	0		0	1	0
gimmick_item_basic_visione_chip_bossrematch	pickup		Item visione chip bossrematch	folder	0		0	1	0
gimmick_item_basic_visione_chip_bossrematch_big	pickup		Object	folder	0		0	1	0
gimmick_item_basic_visione_chip_bossrematch_verybig	pickup		Object	folder	0		0	1	0
gimmick_item_bulletbundle_0001	pickup		Item bulletbundle	tag	0		0	1	0
gimmick_item_bulletbundle_0002	pickup		Item bulletbundle	tag	0		0	1	0
gimmick_item_bulletbundle_0003	pickup		Item bulletbundle	tag	0		0	1	0
gimmick_item_collectbundle_0001	pickup		Item collectbundle	tag	0		0	1	0
gimmick_item_collectbundle_0002	pickup		Item collectbundle	tag	0		0	1	0
gimmick_item_collectbundle_0003	pickup		Item collectbundle	tag	0		0	1	0
gimmick_item_common_bread_01	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_02	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_03	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_04	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_05	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_06	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_bread_07	pickup		Item common bread	folder	0	Bread	0	1	0
gimmick_item_common_cerealstall_0001	pickup		Item common cerealstall	folder	1	Bean Barley peas	0	1	0
gimmick_item_common_chicken_01	pickup		Item collect hang meat	folder	0	Chicken_Meat	0	1	0
gimmick_item_common_cloth_0001	pickup		Item common cloth	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0001_index01	pickup		Item common cloth 0001 index01	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0001_index02	pickup		Item common cloth 0001 index02	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0001_index03	pickup		Item common cloth 0001 index03	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0001_index04	pickup		Item common cloth 0001 index04	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0002	pickup		Item common cloth	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0002_index01	pickup		Item common cloth 0002 index01	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0003	pickup		Item common cloth	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0003_index01	pickup		Item common cloth 0003 index01	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0004	pickup		Item common cloth	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0005	pickup		Item common cloth	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0005_index01	pickup		Item common cloth 0005 index01	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_0005_index02	pickup		Item common cloth 0005 index02	folder	0	Collection_Prop_Tool_0010	0	1	0
gimmick_item_common_cloth_shop_0001	pickup		Item common cloth shop	folder	0		0	1	0
gimmick_item_common_cloth_shop_0002	pickup		Item common cloth shop	folder	0		0	1	0
gimmick_item_common_cloth_shop_0003	pickup		Item common cloth shop	folder	0		0	1	0
gimmick_item_common_cloth_shop_0004	pickup		Item common cloth shop	folder	0		0	1	0
gimmick_item_common_cloth_shop_0005	pickup		Item common cloth shop	folder	0		0	1	0
gimmick_item_common_coin_0001	pickup		Item common coin	folder	0		0	1	0
gimmick_item_common_coin_0002	pickup		Item common coin	folder	0		0	1	0
gimmick_item_common_dryapple_0001	pickup		Item common dryapple	folder	0	Apple	0	1	0
gimmick_item_common_drycorn_0001	pickup		Item common drycorn	folder	0	Corn	0	1	0
gimmick_item_common_dryfish_0001	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0002	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0003	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0004	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0005	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0006	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_dryfish_0007	pickup		Item common dryfish	folder	0	Food_Dried_Fish	0	1	0
gimmick_item_common_drygarlic_0001	pickup		Item common drygarlic	folder	0	Garlic	0	1	0
gimmick_item_common_dryham_0001	pickup		Item common dryham	folder	0	Meat_III	0	1	0
gimmick_item_common_dryherb_0001	plant		Item common dryherb	name	0	Rosemary	0	1	0
gimmick_item_common_dryherb_0002	plant		Item common dryherb	name	0	Rosemary	0	1	0
gimmick_item_common_dryherb_0003	plant		Item common dryherb	name	0	Rosemary	0	1	0
gimmick_item_common_dryherb_0004	plant		Item common dryherb	name	0	Rosemary	0	1	0
gimmick_item_common_drymushroom_0001	plant		Item common drymushroom	name	0	Pyogo_Mushroom	0	1	0
gimmick_item_common_dryonion_0001	pickup		Item common dryonion	folder	0	Onion	0	1	0
gimmick_item_common_fruitstall_0001	pickup		Object	folder	0		0	1	0
gimmick_item_common_goldbar_0001	pickup		Item common goldbar fake	tag	0	GoldBar_Fake	0	1	0
gimmick_item_common_goldbar_0002	pickup		Item common goldbar fake	tag	0	GoldBar_Fake	0	1	0
gimmick_item_common_goldbar_0003	pickup		Item common goldbar fake	tag	0	GoldBar_Fake	0	1	0
gimmick_item_common_goldbar_0004	pickup		Item common goldbar fake	tag	0	GoldBar_Fake	0	1	0
gimmick_item_common_leather_0001	pickup		Item common leather	folder	0	Leather	0	1	0
gimmick_item_common_leather_0001_index01	pickup		Item common leather 0001 index01	folder	0	Leather	0	1	0
gimmick_item_common_leather_0001_index02	pickup		Item common leather 0001 index02	folder	0	Leather	0	1	0
gimmick_item_common_leather_0002	pickup		Item common leather	folder	0	Leather	0	1	0
gimmick_item_common_leather_0002_index01	pickup		Item common leather 0002 index01	folder	0	Leather	0	1	0
gimmick_item_common_leather_0002_index02	pickup		Item common leather 0002 index02	folder	0	Leather	0	1	0
gimmick_item_common_leather_0003	pickup		Item common leather	folder	0	Leather	0	1	0
gimmick_item_common_leather_0003_index01	pickup		Item common leather 0003 index01	folder	0	Leather	0	1	0
gimmick_item_common_leather_0003_index02	pickup		Item common leather 0003 index02	folder	0	Leather	0	1	0
gimmick_item_common_leather_bundle_0001	pickup		Item common leather bundle	folder	0	Leather	0	1	0
gimmick_item_common_leather_bundle_0001_index01	pickup		Object	folder	0	Leather	0	1	0
gimmick_item_common_leather_bundle_0002	pickup		Item common leather bundle	folder	0	Leather	0	1	0
gimmick_item_common_leather_bundle_0003	pickup		Item common leather bundle	folder	0	Leather	0	1	0
gimmick_item_common_leather_bundle_0004	pickup		Item common leather bundle	folder	0	Leather	0	1	0
gimmick_item_common_leather_rack_0001	pickup		Item common leather rack	folder	0		0	1	0
gimmick_item_common_leather_rack_0001_index01	pickup		Object	folder	0		0	1	0
gimmick_item_common_leather_rack_0002	pickup		Item common leather rack	folder	0		0	1	0
gimmick_item_common_leather_rack_0002_index01	pickup		Object	folder	0		0	1	0
gimmick_item_common_leather_rack_0003	pickup		Item common leather rack	folder	0		0	1	0
gimmick_item_common_leather_rack_0004	pickup		Item common leather rack	folder	0		0	1	0
gimmick_item_common_leather_rack_0005	pickup		Item common leather rack	folder	0		0	1	0
gimmick_item_common_leather_rack_0005_index01	pickup		Object	folder	0		0	1	0
gimmick_item_common_leather_rack_0005_index02	pickup		Object	folder	0		0	1	0
gimmick_item_common_meat_02	pickup		Item collect hang meat	folder	0	Meat_II	0	1	0
gimmick_item_common_meat_03	pickup		Item collect hang meat	folder	0	Meat_III	0	1	0
gimmick_item_common_meat_04	pickup		Item collect hang meat	folder	0	Meat_IV	0	1	0
gimmick_item_common_potatoes_0001	pickup		Item common potatoes	folder	0		0	1	0
gimmick_item_common_saddle_0001	pickup		Item common saddle	folder	0	Old_HorseArmor_Saddle	0	1	0
gimmick_item_common_saddle_0001_index01	pickup		Item common saddle 0001 index01	folder	0	Old_HorseArmor_Saddle	0	1	0
gimmick_item_common_saddle_0001_index02	pickup		Item common saddle 0001 index02	folder	0	Old_HorseArmor_Saddle	0	1	0
gimmick_item_common_silverbar_0001	pickup		Item common silverbar	tag	0		0	1	0
gimmick_item_common_vegetablestall_0001	pickup		Object	folder	0		0	1	0
gimmick_item_decoy_human_01	pickup		Item decoy human	tag	0		0	1	0
gimmick_item_decoy_summon_ball_01	pickup		Item decoy summon ball	tag	0		0	1	0
gimmick_item_deerking_crown_0001	pickup		Item deerking crown	tag	0	DeerKing_Crown_Helm	0	1	0
gimmick_item_dropset_armor_fabric_01	container		Item dropset armor fabric	folder	0		0	1	0
gimmick_item_dropset_armor_fabric_02	container		Item dropset armor fabric	folder	0		0	1	0
gimmick_item_dropset_armor_fabric_03	container		Item dropset armor fabric	folder	0		0	1	0
gimmick_item_dropset_cabinet_01	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_02	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_03	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_04	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_05	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_06	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_07	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_08	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_cabinet_09	container		Item dropset cabinet	folder	0		0	1	0
gimmick_item_dropset_food_0001	container		Item dropset food	tag	0	Apple	0	1	0
gimmick_item_dropset_food_0002	container		Item dropset food	tag	0	Rasberry	0	1	0
gimmick_item_dropset_food_0003	container		Item dropset food	tag	0	Apple Grape Orange	0	1	0
gimmick_item_dropset_food_0004	container		Item dropset food	tag	1	Apple Cheese	0	1	0
gimmick_item_dropset_food_0005	container		Item dropset food	tag	0	Apple Cheese	0	1	0
gimmick_item_dropset_food_0006	container		Item dropset food	tag	1	Bread	0	1	0
gimmick_item_dropset_food_0007	container		Item dropset food	tag	1	Songyi_Mushroom	0	1	0
gimmick_item_dropset_food_0008	container		Item dropset food	tag	0	Bread	0	1	0
gimmick_item_dropset_food_0009	container		Item dropset food	folder	1		0	1	0
gimmick_item_dropset_food_0010	container		Item dropset food	tag	1	Food_Dried_Fish	0	1	0
gimmick_item_dropset_food_0011	container		Item dropset food	tag	0	peas	0	1	0
gimmick_item_dropset_food_0012	container		Item dropset food	tag	1	peas	0	1	0
gimmick_item_dropset_food_0013	container		Item dropset food	tag	0	Pan_fried_Meat_Pancake	0	1	0
gimmick_item_dropset_food_0014	container		Item dropset food	folder	1		0	1	0
gimmick_item_dropset_food_0015	container		Item dropset food	folder	1		0	1	0
gimmick_item_dropset_food_0016	container		Item dropset food	tag	1	Food_Dried_Fish	0	1	0
gimmick_item_dropset_food_0017	container		Item dropset food	tag	1	Bird_Meat	0	1	0
gimmick_item_dropset_food_0018	container		Item dropset food	tag	1	High_Meat	0	1	0
gimmick_item_dropset_food_0019	container		Item dropset food	tag	0	Freshly_Grilled_Bird Grilled_Vegetables	0	1	0
gimmick_item_dropset_food_0020	container		Item dropset food	folder	0	Lavender	0	1	0
gimmick_item_dropset_treasurebox_01	container		Item dropset treasurebox	folder	0		0	1	0
gimmick_item_feces_01	pickup		Feces	folder	0		0	1	0
gimmick_item_feces_02	pickup		Feces	folder	0		0	1	0
gimmick_item_firewood_0001	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_fine	wood		Firewood 0001 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index01	wood		Firewood 0001 index01	tag	0	Wood	0	1	0
